id,video,emotion,path
41,https://www.instagram.com/reel/DG0Nu85ycJK/?igsh=eTU0ZnZrMjVpa2d4,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[41]DG0Nu85ycJK.mp4
42,https://www.instagram.com/reel/DGuKn9eS6IT/?igsh=MTl4ZnBkcWp1MXJzMQ%3D%3D,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[42]DGuKn9eS6IT.mp4
43,https://www.instagram.com/reel/DNF5kvrJIpl/,Anger,/content/drive/MyDrive/satria_data_2025/df_train_videos/[43]DNF5kvrJIpl.mp4
44,https://www.instagram.com/reel/DNDbR2lJ7sn/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[44]DNDbR2lJ7sn.mp4
45,https://www.instagram.com/reel/DNAxNJKpnJT/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[45]DNAxNJKpnJT.mp4
46,https://www.instagram.com/reel/DM_4hlAJR8U/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[46]DM_4hlAJR8U.mp4
47,https://www.instagram.com/reel/DM-MoXEJv7m/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[47]DM-MoXEJv7m.mp4
48,https://www.instagram.com/reel/DM9-q-rpVW6/,Trkejut,/content/drive/MyDrive/satria_data_2025/df_train_videos/[48]DM9-q-rpVW6.mp4
49,https://www.instagram.com/reel/DM4qKYWJXcc/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[49]DM4qKYWJXcc.mp4
50,https://www.instagram.com/reel/DMztaoaJdth/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[50]DMztaoaJdth.mp4
51,https://www.instagram.com/reel/DMxecAZJV7F/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[51]DMxecAZJV7F.mp4
52,https://www.instagram.com/reel/DMwfzmvpolh/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[52]DMwfzmvpolh.mp4
53,https://www.instagram.com/reel/DMu0uGhJ-Ll/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[53]DMu0uGhJ-Ll.mp4
54,https://www.instagram.com/reel/DMuIn2BJhgC/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[54]DMuIn2BJhgC.mp4
55,https://www.instagram.com/reel/DMbifQvBvxE/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[55]DMbifQvBvxE.mp4
56,https://www.instagram.com/reel/DMaJB-KJbM1/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[56]DMaJB-KJbM1.mp4
57,https://www.instagram.com/reel/DL8oCzzyd9d/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[57]DL8oCzzyd9d.mp4
58,https://www.instagram.com/reel/DLzEOuRJyY9/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[58]DLzEOuRJyY9.mp4
59,https://www.instagram.com/reel/DKuNykmzl8i/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[59]DKuNykmzl8i.mp4
60,https://www.instagram.com/reel/DK9I9hwpBxE/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[60]DK9I9hwpBxE.mp4
61,https://www.instagram.com/reel/DK68neNpv_z/,Sadness,/content/drive/MyDrive/satria_data_2025/df_train_videos/[61]DK68neNpv_z.mp4
62,https://www.instagram.com/reel/DK6KDASJ9q8/,Anger,/content/drive/MyDrive/satria_data_2025/df_train_videos/[62]DK6KDASJ9q8.mp4
63,https://www.instagram.com/reel/DK3mIHdzM65/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[63]DK3mIHdzM65.mp4
64,https://www.instagram.com/reel/DJqtB7upaqL/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[64]DJqtB7upaqL.mp4
65,https://www.instagram.com/reel/DJlvZ19pO3Z/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[65]DJlvZ19pO3Z.mp4
66,https://www.instagram.com/reel/DJTQJ6zJA33/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[66]DJTQJ6zJA33.mp4
67,https://www.instagram.com/reel/DHwfy_cT9QI/,Fear,/content/drive/MyDrive/satria_data_2025/df_train_videos/[67]DHwfy_cT9QI.mp4
68,https://www.instagram.com/reel/DHt61dSzxF5/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[68]DHt61dSzxF5.mp4
69,https://www.instagram.com/reel/DHrWmL0zzRB/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[69]DHrWmL0zzRB.mp4
70,https://www.instagram.com/reel/DHppRXQyl6Q/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[70]DHppRXQyl6Q.mp4
71,https://www.instagram.com/reel/DHoxp-nTr5A/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[71]DHoxp-nTr5A.mp4
72,https://www.instagram.com/reel/DHnNXV3JFse/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[72]DHnNXV3JFse.mp4
73,https://www.instagram.com/reel/DHMczehTEgW/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[73]DHMczehTEgW.mp4
74,https://www.instagram.com/reel/DHK03enJEes/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[74]DHK03enJEes.mp4
75,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[75]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
76,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[76]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
77,https://drive.google.com/file/d/1YIy7DteRuFINaJ7Wb2UQDIReVLnXngma/view?usp=share_link,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[77]1YIy7DteRuFINaJ7Wb2UQDIReVLnXngma.mp4
78,https://www.instagram.com/reel/DC_j_grTwnj/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[78]DC_j_grTwnj.mp4
79,https://drive.google.com/file/d/15eAQE4XB1hNHvw1xth0HGhJXNXV-oWoh/view?usp=share_link,Neutral,/content/drive/MyDrive/satria_data_2025/df_train_videos/[79]15eAQE4XB1hNHvw1xth0HGhJXNXV-oWoh.mp4
80,https://www.instagram.com/reel/DEH-AmOTZDB/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[80]DEH-AmOTZDB.mp4
81,https://www.instagram.com/reel/DEhZ4GazM-B/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[81]DEhZ4GazM-B.mp4
82,https://drive.google.com/file/d/19Caz_xMd2IIDY_NqjA3NK3VRG0SFs-zz/view?usp=share_link,Sadness,/content/drive/MyDrive/satria_data_2025/df_train_videos/[82]19Caz_xMd2IIDY_NqjA3NK3VRG0SFs-zz.mp4
83,https://www.instagram.com/reel/DHfq6pzz5va/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[83]DHfq6pzz5va.mp4
84,https://www.instagram.com/reel/DK2D0crz3Tc/,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[84]DK2D0crz3Tc.mp4
85,https://www.instagram.com/reel/DK4nDMezW1C/,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[85]DK4nDMezW1C.mp4
86,https://www.instagram.com/reel/DK62VvLzqpA/,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[86]DK62VvLzqpA.mp4
87,https://www.instagram.com/reel/DJ_x5YVPNwG/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[87]DJ_x5YVPNwG.mp4
88,https://www.instagram.com/reel/DJRcLlWvb8R/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[88]DJRcLlWvb8R.mp4
89,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[89]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
90,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Fear,/content/drive/MyDrive/satria_data_2025/df_train_videos/[90]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
91,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Neutral,/content/drive/MyDrive/satria_data_2025/df_train_videos/[91]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
92,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[92]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
93,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[93]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
94,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[94]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
95,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[95]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
96,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[96]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
97,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[97]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
98,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[98]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
99,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[99]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
100,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[100]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
101,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[101]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
102,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[102]12YBpn9zWc_3FfDadbmlip4s98_GjqUGY.mp4
103,https://www.instagram.com/reel/DNIZ-Qryj6Z/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[103]DNIZ-Qryj6Z.mp4
104,"https://www.instagram.com/reel/DK_wDh1hwRG/
",Sadness,/content/drive/MyDrive/satria_data_2025/df_train_videos/[104]DK_wDh1hwRG.mp4
105,https://www.instagram.com/tv/CCOSpdujJ4k/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[105]CCOSpdujJ4k.mp4
106,https://www.instagram.com/reel/Cv1eEmSs7DX/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[106]Cv1eEmSs7DX.mp4
107,https://www.instagram.com/reel/DL99KPdPUlQ/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[107]DL99KPdPUlQ.mp4
108,https://www.instagram.com/reel/DMHoJzjPQxD/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[108]DMHoJzjPQxD.mp4
109,https://www.instagram.com/reel/DIPxjcdSdYv/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[109]DIPxjcdSdYv.mp4
110,https://www.instagram.com/reel/DJ3wmd7PCCv/,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[110]DJ3wmd7PCCv.mp4
111,https://www.instagram.com/reel/DJ5sGBJPo-t/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[111]DJ5sGBJPo-t.mp4
112,https://www.instagram.com/reel/DJdL3I_vyn7/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[112]DJdL3I_vyn7.mp4
113,https://www.instagram.com/reel/DJhUFq8vZQK/,Anger,/content/drive/MyDrive/satria_data_2025/df_train_videos/[113]DJhUFq8vZQK.mp4
114,https://www.instagram.com/reel/DJiX-UIvH9_/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[114]DJiX-UIvH9_.mp4
115,https://www.instagram.com/reel/DJrZS4wvzA1/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[115]DJrZS4wvzA1.mp4
116,https://www.instagram.com/reel/DJsXnLOha8u/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[116]DJsXnLOha8u.mp4
117,https://www.instagram.com/reel/DJwP5StPWix/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[117]DJwP5StPWix.mp4
118,https://www.instagram.com/reel/DJx3eoqvDxX/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[118]DJx3eoqvDxX.mp4
119,https://www.instagram.com/reel/DJxLuIuzx1u/,Anger,/content/drive/MyDrive/satria_data_2025/df_train_videos/[119]DJxLuIuzx1u.mp4
120,https://www.instagram.com/reel/DKbi4zyvG3T/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[120]DKbi4zyvG3T.mp4
121,https://www.instagram.com/reel/DKdef95Pp2Q/,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[121]DKdef95Pp2Q.mp4
122,https://www.instagram.com/reel/DKhARZmvGaY/,Joy,/content/drive/MyDrive/satria_data_2025/df_train_videos/[122]DKhARZmvGaY.mp4
123,https://www.instagram.com/reel/DLJqzGNPgfT/,Love,/content/drive/MyDrive/satria_data_2025/df_train_videos/[123]DLJqzGNPgfT.mp4
124,https://www.instagram.com/reel/DAaxBJBSZ1K/?utm_source=ig_web_copy_link,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[124]DAaxBJBSZ1K.mp4
125,https://www.instagram.com/reel/DMKM3ChP24e/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[125]DMKM3ChP24e.mp4
126,https://www.instagram.com/reel/DMu9O1CP_cc/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[126]DMu9O1CP_cc.mp4
127,https://www.instagram.com/reel/DMyvip8SNKp/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[127]DMyvip8SNKp.mp4
128,https://www.instagram.com/reel/DNE3DrKvBLU/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[128]DNE3DrKvBLU.mp4
129,https://www.instagram.com/reel/DCwMSoDNbxa/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[129]DCwMSoDNbxa.mp4
130,https://www.instagram.com/reel/DNIZu8tJJmt/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[130]DNIZu8tJJmt.mp4
131,https://www.instagram.com/reel/DJ9CRHlPX1f/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[131]DJ9CRHlPX1f.mp4
132,https://www.instagram.com/reel/DJ_pmxePpO0/,Sadness,/content/drive/MyDrive/satria_data_2025/df_train_videos/[132]DJ_pmxePpO0.mp4
133,https://www.instagram.com/reel/DCTGsD5BY8_/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[133]DCTGsD5BY8_.mp4
134,https://www.instagram.com/reel/DJ9CDZnB6Em/,Anger,/content/drive/MyDrive/satria_data_2025/df_train_videos/[134]DJ9CDZnB6Em.mp4
135,https://www.instagram.com/reel/DJrKhl0tg2k/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[135]DJrKhl0tg2k.mp4
136,https://www.instagram.com/reel/DKgtvrVu3yw/,Anger,/content/drive/MyDrive/satria_data_2025/df_train_videos/[136]DKgtvrVu3yw.mp4
137,https://www.instagram.com/reel/DKVP0IxzhnY/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[137]DKVP0IxzhnY.mp4
138,https://www.instagram.com/reel/C9ecLnSOrIV/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[138]C9ecLnSOrIV.mp4
139,https://www.instagram.com/reel/DM1pR0ey3sX/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[139]DM1pR0ey3sX.mp4
140,https://www.instagram.com/reel/DMzhzVLy9hg/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[140]DMzhzVLy9hg.mp4
141,https://www.instagram.com/reel/DLpiur6yIvq/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[141]DLpiur6yIvq.mp4
142,https://www.instagram.com/reel/DLZoJ8CytTe/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[142]DLZoJ8CytTe.mp4
143,https://www.instagram.com/reel/DKzV_YByh1A/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[143]DKzV_YByh1A.mp4
144,https://www.instagram.com/reel/DKji0r6SU40/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[144]DKji0r6SU40.mp4
145,https://www.instagram.com/reel/DKT5itwyTPp/,Sadness,/content/drive/MyDrive/satria_data_2025/df_train_videos/[145]DKT5itwyTPp.mp4
146,https://www.instagram.com/reel/DJrjeGsSIyc/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[146]DJrjeGsSIyc.mp4
147,https://www.instagram.com/reel/DIlmd-4SO7s/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[147]DIlmd-4SO7s.mp4
148,https://www.instagram.com/reel/DH5DVpFyEXV/,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[148]DH5DVpFyEXV.mp4
149,https://www.instagram.com/reel/DG5nD_aykGo/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[149]DG5nD_aykGo.mp4
150,https://www.instagram.com/reel/DGKpBnFSzTN/,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[150]DGKpBnFSzTN.mp4
151,https://www.instagram.com/moladin_id/reel/DFu7bn8S5k8/,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[151]DFu7bn8S5k8.mp4
152,https://www.instagram.com/reel/DFp8hyZyAna/,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[152]DFp8hyZyAna.mp4
153,https://www.instagram.com/moladin_id/reel/DFaLH18SJAa/,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[153]DFaLH18SJAa.mp4
154,https://www.instagram.com/moladin_id/reel/DFXxK6cSSuh/,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[154]DFXxK6cSSuh.mp4
