id,video,emotion,path,emotion_fixed,emotion_fixed_label,transcript
11,https://www.instagram.com/reel/DMm5ofzxt1D/?igsh=OGd4eXA1MGJlaWV1,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[11]DMm5ofzxt1D.mp4,Proud,0,gua ada 200 ribu nggak ada lah 200000 nih nah dengan 200000 lu bisa ganti kampas rem mobil dengan bendik heavy duty oke iya gua nih bunyi bunyi diinjak dalam harganya lebih terjangkau oke pemakaiannya bisa lebih panjang lebih panjang ini harga berapa 200000 200000 gampang gampang semuanya ada tokopedia lazada shopee ada semua oke beli di situ aja udah sekarang buka hp bandit xenia xenia oh ada keluar kan pence
12,http://instagram.com/reel/DMmKMrNxr50/?igsh=MWgzOHlpNnd0M3VmNw%3D%3D,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[12]DMmKMrNxr50.mp4,Trust,1,pengen punya mobil listrik tapi nggak mau ngecas ngecas pas lagi keluar kota nah ini dia jawabannya 8 artis super hybrid system dia adalah suv yang besar mewah nyaman plat budinya uh tebel kabinnya juga numero uno nah jadi pertanyaannya habis jadi ini pasti lemot dong nggak 100 ya tuntas dalam waktu 54 detik saja wow kenceng banget kalau misalkan kita cas dia bisa jalan 200 km tanpa menggunakan bensin sama sekali hanya baterai aja jadi buat dalam kotak dia kayak mobil listrik tapi kalau misalkan kita tiba tiba mendadak ada urusan keluar kota atau kita misalkan aduh lupa semalam nggak ngecas gak bisa jalan dong dia bisa diisi bensin dan kalau misalkan bensinnya full dan baterainya full itu bisa sampai 1300 kilo sekali penuh nah kenapa bisa gitu karena dia punya mesin hybrid yang irit dia ada satu mesin bensin dan ada 3 motor listriknya digas ini juga ditampilin
13,https://www.instagram.com/reel/DMkLaw4Rqt5/?igsh=MWNhMnR0aHp2cnc2ZQ%3D%3D,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[13]DMkLaw4Rqt5.mp4,Trust,1,ada motor buat orang ganteng oh jadi pernah lihat nih gua ganteng banget kan ini yang adventure series jadi dia putih ya kan retro iyalah your way baru launching hari ini di mana dia punya 9 pilihan warna
14,https://www.instagram.com/reel/DMjo8jKRvlV/?igsh=MWp1cHZ2dXd5aTNhaw%3D%3D,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[14]DMjo8jKRvlV.mp4,Trust,1,lu tahu b white atau harganya berapa nggak tahulah murah ini start dari 195 juta sampai 235 juta luar biasa ya murah katanya pala dan ini mobil listrik yang kecil tapi pintunya lengkap pak iya dibawah 200 juta udah dapat 300 kilo tapi ada yang lebih keren lagi tahu nggak apa tuh harganya lebih murah kalau kita beli langsung dapat kaca film solar gard masa enggak dapat dipercaya jadi enak banget tapi ya enggak cuma di widi apa dong masa ada lagi masih banyak lagi gitu mitsubishi invers nissan juga udah adem keren tapi kalau misalkan kaca film kalian belum pakai solar guard di gis ada permohonan menarik nah udah sampai kita dibuka yang ada di private hole 9b
15,https://www.instagram.com/reel/DMXQuTKRfmV/?igsh=MXRqbjN1ZXhkenpxMg%3D%3D,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[15]DMXQuTKRfmV.mp4,Surprise,3,farhan farhan bikin konten apaan sih jadi gua di tek tek kan by the way gua kan udah pernah ngajak lu kemarin ya udah gua bantuin ya sampai bisa beli mobil ya cuma kemarin tuh udah salah kostum kayaknya belum mandi juga gitu loh terus kan tanggal 7 aja kenapa tahun ini harus diajak lagi gitu kalau mau ke sana tuh effort sendiri lah gitu nggak enak soalnya kalau sama
16,https://www.instagram.com/reel/DMRqecSRm7M/?igsh=MWd0ejliMHhzZjhleg%3D%3D,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[16]DMRqecSRm7M.mp4,Surprise,3,misteri box yang kemarin dikelilingi indonesia akhirnya dibuka ini dia isinya mitsubishi destinator ini punya dimensi yang besar panjangnya 4680 mm lebarnya 1845 mm dan grand cleanser 244 mm udah kayak gangsing pajero sport tinggi banget masuk ke dalam interiornya kita akan disambut dengan jok yang udah kulit dengan electric seat di atas kita dapat panoramic sunroof yang gede dan bisa dibuka terus setirnya dia sudah field dan teleskopik dengan lingkar berbahan kulit yang keren nah terus kalau kita lihat di sini adanya sudah ada terus pencet sini buat kamera 36 sih seperti ini ya speedometer sudah digital dan kalau kita lihat lagi dia sudah pakai wireless apakah dan android auto sodium nya juga dia sudah pakai audio dari yamaha di sini dan ac nya pakai dual zone kiri kanan bisa beda nah transmisinya sendiri dia pakai cvt ada poster stop engine button
17,https://www.instagram.com/reel/DMHyhTJRej0/?igsh=MWxoeTdpaTdsMnIxcQ%3D%3D,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[17]DMHyhTJRej0.mp4,Surprise,3,box besar yang diangkut pakai helikopter nyampe di gbk sekarang ada di sarinah thamrin dan di dalamnya ini ada mobil baru yang akan di launching mitsubishi katanya di dalam kotak ini ada mobil terbaru dari mitsubishi mesinnya turbo 7 penumpang lega dan ada selengkap yuk pokoknya kalau kata mitsubishi mah mereka lagi nyiapin mobil baru yang lebih nyaman lebih lega dan lebih cocok buat keluarga kira kira tahu nggak mobil apaan coba komen di bawah yang benar kirimin saya pulsa atau kalian pengen dapetin hadiah beneran langsung aja ke sini ikutan foto han challenge dengan foto di depan box gede ini siapa tahu kalian dapat hadiah beneran terus jangan lupa pantengin terus sosial media mitsubishi karena tanggal 17 nanti kita akan nonton bareng bareng world premiere nya mobil yang ada di box ini nah kira kira apa kita tunggu jawaban
18,https://www.instagram.com/reel/DL1oBjdRc3-/?igsh=Ynp1NnIxcHN3cm9t,Sadness,/content/drive/MyDrive/satria_data_2025/df_train_videos/[18]DL1oBjdRc3-.mp4,Sadness,5,selesai juga untuk di asean dan mobilnya akan kita tinggal karena nanti setelah gas kita akan balik lagi kemudian kita berangkat lagi menuju cina nah semua barang di mobil ini kita tinggal ya termasuk tolkit ini ini sangat kepakai sekali ya terutama yang ini automatic tripartit ya jadi dia itu bisa menambal ban dengan instan ya jadi ada cairannya tapi yang paling kepakai ininya karena beberapa kali di port lang kita kekurangan angin kemudian di thailand kita kekurangan angin lagi jadi ini kepakai buat ngisi angin ya kemudian lagi bahan bakar ternyata enggak kepakai karena kita menemukan banyak pom bensin di sepanjang asean dari malaysia thailand kamboja sampai ada masalah nah terus ini kita pakai buat jaga jaga kalau misalkan kita harus ganti ban jadi kalau misalkan yang pecah kita mesti ganti ban serep mesti buka buka baut gitu kan lebih cepat buka laknat pakai ini impact kunci kunci saya juga kepakai buat ngencengin
19,https://www.instagram.com/reel/DLuZNKOzFQ_/?igsh=M284bXZ6a3ppZHF5,Trust,/content/drive/MyDrive/satria_data_2025/df_train_videos/[19]DLuZNKOzFQ_.mp4,Trust,1,jadi di perjalanan one million journey edisi tour the asean ini kita melewati thailand dan kita mampir ke pabrik furukawa bakery untuk silaturahmi dan sekalian ganti aki di salah satu mobil kita ini di thailand kita bertemu dengan kawah murahan selaku deputy managing director furukawa thailand nah jadi kita udah bersama mr kawasan di sini juga kita diajak untuk melihat bagaimana furukawa battery dibuat dari pabriknya langsung meskipun nggak bisa direkam kita bisa lihat langsung bagaimana furukawa battery itu dibuat dengan standar yang tinggi jadi tadi kita baru masuk ke dalam pabriknya kita melihat proses bagaimana sebuah nah setelah silaturahmi komunikasi sampai ganti aki mobil kita akhirnya kita berpamitan untuk kembali melanjutkan perjalanan tour de asean rasanya tenang sekali ya kalau kita perjalanan jauh menggunakan aki yang sudah dipercaya lebih dari
20,https://www.instagram.com/reel/DLn8SMvyPca/?igsh=Z2tndjRmM2E4emhm,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[20]DLn8SMvyPca.mp4,Surprise,3,kami ditahan oleh polisi di daerah kamboja ya semua tuh bermula pas kita lagi arah mau salat jumat ya di sini dan kemudian pas perjalanan ada razia lucunya adalah mobil lain semua lewat jadi mobil kami dipanggil untuk berhenti kemudian ditanya seperti hal biasa ya dia akan minta namanya sim pas kita datang dari kamboja kami itu sudah punya sim yang diberikan dari pihak border ya ada mukanya ada foto mobilnya dan dia bilang no no no kamboja license dia butuh sim kamboja kamboja tapi kenapa lu tanya oke kalau sim kamu aja nggak ada sim internasional ada boleh enggak oh yes yes ini yang kita butuhkan
21,https://www.instagram.com/reel/DLd7bkYyuV6/?igsh=azBpd2VxMW5vM2I2,Terkejut,/content/drive/MyDrive/satria_data_2025/df_train_videos/[21]DLd7bkYyuV6.mp4,Surprise,3,biker asal indonesia ini terjebak di bandar perbatasan thailand selama 12 hari karena ada aturan baru pada episode sebelumnya kami sudah menyediakan malaysia dan tinggal di motor di johor baru untuk lanjut backpacker ke singapura nah setelah ekspor negara singapura kami pun lanjut menyetir menuju ke border thailand dulunya buat melintas ke thailand ada aturan baru yang baru ditegakkan beberapa minggu lalu ya mobil di luar malaysia dan singapura ya pokoknya di luarnya wajib ada surat rekomendasi dari kedutaan bahkan di border itu sudah dikasih kontak travel agent buat ngurusin kita jadi ini memang legal ya itu mahal ya rupanya termasuk kebutuhan 52 per kendaraan sekitar 89 jutaan lah ya dan aturan ini sudah berlaku di semua border ya baik di folder yang beton atau border yang ada info ini kami dapat
22,https://www.instagram.com/reel/DLW9kprxKTe/?igsh=bmwxdWJmeGd0YXY1,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[22]DLW9kprxKTe.mp4,Surprise,3,orang lain itu biasanya cita cita ya beli rumah punya pekerjaan yang tepat gitu kan dia rumahnya tidak tetap betul awalnya gimana tiba tiba jadi beli campervan tapi aku pindah tuh pernah tidur di spbu pernah tidur juga di kayak tempat ibadah
23,https://www.instagram.com/reel/DLluizmyaG9/?igsh=MXRpYjVtYzZ5OHV5MQ%3D%3D,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[23]DLluizmyaG9.mp4,Surprise,3,ada sedikit masalah kawan jadi kami kan mau lintas border dari thailand ke kamboja masalahnya tuh lagi heboh berita perang ini sekarang kami cari info buat mastiin dulu bisa nyebrang atau enggak so ya wis pas lagi pada episode sebelumnya kami sudah keliling negara malaysia kemudian kita main ke singapura dan akhirnya menyentuh kembali untuk ke malaysia menyeberang ke thailand kamboja masalahnya hamil 1 pas baunya bang muncul covid lagi main tembak tembakan arahnya udah ke perang
24,https://www.instagram.com/reel/DK6gKdAxavr/?igsh=MTFtcXMyZXFmMmk1Mg%3D%3D,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[24]DK6gKdAxavr.mp4,Surprise,3,sudah keliling indonesia sekarang lagi keliling asean pertanyaannya duo tigo ini udah jalan berapa km sih totalnya kita mulai dari yang 38 dulu nih kita buka mobilnya kemudian kita cek di speedometer kita sudah jalan 26700172 km dan ini tuh sekarang kita lagi otw ke bangkok alias dari phuket ke bangkok itu sekitar 800 km jadi kita masih ada sekitar 400 km lagi untuk jalan nah buat teman teman yang pengen lihat update berapa kilometer total mobil secara life kalian bisa langsung ke gpsid ya di situ kalian bisa lihat dan nge track di mana 23 sekarang dan kalian juga bisa lihat berapa kilometer yang sudah ditempuh termasuk yang mobil ini dan tracker nya ini juga sangat canggih jadi kalau misalkan kita terpisah gua pun juga bisa ngecek tampilan interior sama tampilan di luarnya seperti apa karena dia sudah dilengkapi dengan kamera
25,https://www.instagram.com/reel/DK6P7JxR2HP/?igsh=cW1rb3J0aWg5ZTk3,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[25]DK6P7JxR2HP.mp4,Surprise,3,surabaya jalan lagi ini maaf tidak bisa ngikutin lagi karena kita beda arah pak jadi 2 minggu perjalanan saya 2 minggu jadi lebih cepat ya lebih cepat dalam 2 hari saja assalamualaikum warahmatullahi wabarakatuh
26,https://www.instagram.com/reel/DK5v1dZysCd/?igsh=MWwwbGR2ZDBldzZhZg%3D%3D,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[26]DK5v1dZysCd.mp4,Surprise,3,ada kabar buruk sepertinya kita batal bawa mobil menyeberang ke singapura pada episode sebelumnya kami meninggalkan si rangga di bali dan terbang ke kuala lumpur untuk bertemu dengan bang ridwan dan juga journey dan kami pun memulai praktik keliling asean 3 hari pertama kami habiskan dengan ekspor negara malaysia dari kuala lumpur malaka hingga johor baru nah pas mau masuk ke negara singapura kami itu ada beberapa pertimbangan jadi kami batal buat bawa mobil masuk singapura yang pertama adalah singapura ada di ujung daratannya asean jadi kalau kita masuk untuk keluar dari jalur yang sama dan kita pun itu kayak jalan buntu gitu loh tapi kedua singapura itu kecil ya dari ujung ke ujung itu hanya butuh 213 jam jadi ya kalau bawa mobil tuh enggak terlalu worth it gitu loh sampai ketiga cari tempat itu susah banget sih singapura dan itu ada yang bikin semuanya lebih mahal cuma kabar gembira adalah publik di singapura itu sudah canggih banget jadi kemana mana cukup dengan mrt ya jadi
27,https://www.instagram.com/reel/DKyoWLZxUhw/?igsh=MWptanFveHI0MTZvag%3D%3D,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[27]DKyoWLZxUhw.mp4,Surprise,3,mobil ini sudah jadi barangnya sudah banyak yang kita hindari itu sudah nyampe di wuling solo bemper lampu sama ini plastiknya ini fender ya sama pancingannya nah sekarang kita mau ngambil sparepart nya ke solo dan kita ngecat nya pakai cat dan pernis dari auto glow lets go kita jalan yuk
28,https://www.instagram.com/reel/DKqTFiyyCqU/?igsh=c21yMHp5dDYzcWNy,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[28]DKqTFiyyCqU.mp4,Surprise,3,jadi sedikit perubahan rencana kawan kawan trik kita yang ntt udah kelar cuman ya memang masih video episode belum diedit ya tiba tiba dari kawan kita abang ridwan bilang kebuka ada 2 set 02 trip yang asean kemarin itu kami udah bikin postingan juga habis ntt itu kita mau season mana nih keliling semua beberapa negara asean jadi makanya kita gas kan jadi sekarang kita akan tinggalkan rangga dulu ya dia tinggalkan dia di bali nitip di tempatnya si bang ricky santoso thank you banget dan sekarang kita terbang gas langsung menuju ke kuala lumpur nah di sana kami langsung disambut dengan bang ridwan bersama dengan tim dari one lebih jauh aku tuh mau cerita tentang bagaimana cara kita bawa mobil buat keliling asean
29,https://www.instagram.com/reel/DKYsIP8TVcJ/?igsh=djZyM3RjZ2J2dW1t,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[29]DKYsIP8TVcJ.mp4,Proud,0,suzuki cross akhirnya meluncur dengan harga mulai dari 259 juta dan untuk tipe tertinggi yang sd x 319 juta dan lucunya kalau kalian pesan sampai september 2025 ada diskon 10 juta untuk semua daerah penasaran seperti apa suzuki from kita lihat yuk yang tipe tertingginya jadi from sini adalah mobil rakitan indonesia dengan tkdn 60 dan ini adalah mobil terlengkap yang dibuat suzuki untuk saat ini contohnya tipe sgx ini kita dapat 6 buah airbag kamera 360 dan kalau kita lihat ke depan tuh dia ada radar dan ada kamera di bagian atasnya karena dia sudah lengkap dengan adas bisa ada fitur kontrol sama bisa lenting asis baru masuk kita langsung disuguhi sama jok yang modelnya sporty dan dia sudah pakai kombinasi kulit dan febri terus ke bagian interiornya ini kalian pasti suka kenapa karena mobil zaman sekarang kan banyak semuanya diatur di layar ya suzuki masih punya tombol tombol fisik yang banyak kayak contoh buat atur set up display di atas sini ada tombolnya terus buat ada juga ada tombolnya saya beli kontrol sama kamera 360 dan ada buat
30,https://www.instagram.com/reel/DNFwcqfS6Gv/?igsh=MTRzdTJ1MThmcm9pag%3D%3D,Proud,/content/drive/MyDrive/satria_data_2025/df_train_videos/[30]DNFwcqfS6Gv.mp4,Proud,0,sederhana tapi smartwatch line nggak bisa fitur rotating bezel di samsung galaxy watch it klasik bikin navigasi ui atau data jadi lebih presisi mau diputar perspektif bisa mau diputar sekali banyak gerakan scroll nya langsung ngebut mau kontrol pas lagi nyemplung atau tangan lagi basah pakai sarung tangannya klik button di tengah ini kita bisa custom buat jadi shortcut ke fungsi tertentu ya watch it classic ini gayanya doang klasik tapi isinya mulai dari prosesor bioaktif sensor sampai ke sistem one ui 8 baru bikin fungsinya makin update makin rame favorit saya gemini langsung ready dalam galaxy watch it series tinggal tahan tombol home terus ngomongnya kayak ai di hp input suaranya udah mantap akurat mau tanya jawab info apapun silakan interaksi kayak ngomong sama orang beneran dia nyambung jawabannya bakal ditampilin di layar dan ada suaranya juga full
31,https://www.instagram.com/reel/DNCx0f7yuhu/?igsh=c3drc3p4N2h1bXE5,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[31]DNCx0f7yuhu.mp4,Surprise,3,aku ada anak cowok 25 tahun dan pengen ajak dia eksperimen sains yang visualnya keren ada saran nggak kamu bisa aja dia bikin letusan gunung berapi dari campuran baking soda dan cuka letusan gunung berapi kayaknya asik tuh bahannya apa aja dan cara bikinnya gimana ini bahan dan cara membuatnya bahan baking soda cuka pewarna makanan merah atau oranye botol plastik kecil apakah main yuk main main pasir kita tuang pasir mau oh wah wah wah miring ininya jangan miring yang terakhir ini botol kita masukin cuka kakak mau merah atau ungu red oke pencet nah kita tuang berdua ya kakak pegang ya wow gunungnya keluar apa tuh
32,https://www.instagram.com/reel/DLrCQUayqES/?igsh=MXdoNm9qamZ2a3M2bA%3D%3D,Surprise,/content/drive/MyDrive/satria_data_2025/df_train_videos/[32]DLrCQUayqES.mp4,Surprise,3,tablet 2 juta sekarang udah bisa gini namanya redmi pad 2 ya tablet entry level xiaomi tapi punya layar 11 inchi resolusinya 2560 1600 pixel alias 25 c wow mau baca tulisan kecil di dokumen pun masih jelas pixelnya pada nonton video 144 di youtube nonton film di netflix hires apalagi speakernya juga nampol ya pakai sistem cod speaker dengan dolby atmos staging bus detail sedap kayak bukan tablet kelas entry level ini mau dijadiin teman kerja extend monitor di desktop laptop bisa juga sistem windows snack nyambung semua berasa ada ekstra monitor tambahan loh di windows redmi pad 2 malah bisa dipakai buat input ya jadi kita bisa gambar di tabletnya pakai stylus terus filenya di komputer mantap baterainya gede di 9000 mah ngecas bisa 18 watt dan buat mesin redmi pad 2 ini pakai helio g 100 ultra plus storage 108 giga uf
